GeneSymbol,N_SNPs,Threshold_Used,Mean_F_stat,Is_Weak_Instrument,MR_Method,MR_Beta,MR_SE,MR_CI_Lower,MR_CI_Upper,MR_Pvalue,Cochran_Q,Cochran_Q_Pval,Top_Instrument_SNP,MR_FDR
RPF2,3,5.0e-08,795.3838952199999,False,IVW,0.001388470619990578,0.0009154794098119283,-0.00040586902324080154,0.0031828102632219576,0.1293526536099543,0.92889690920412,0.62848164577384,rs76509375,0.5045581577934953
AC016773.1,2,5.0e-08,1210.2168023450004,False,IVW,-0.0007779791542617747,0.0005129814268558082,-0.0017834227508991586,0.00022746444237560926,0.12937188050589965,0.16662760066420743,0.6831265238609953,rs1867923,0.5045581577934953
PARVG,1,5.0e-08,663.39729225,False,Wald Ratio,-0.0024688007223900165,0.001627937310611368,-0.005659557851188298,0.0007219564064082648,0.12938772580640068,0.0,1.0,rs6006691,0.5045581577934953
TRDD3,1,5.0e-08,37.68609320999998,False,Wald Ratio,-0.0042138899647484575,0.002778755906321286,-0.009660251541138178,0.0012324716116412634,0.1294014602858755,0.0,1.0,rs72692637,0.5045581577934953
MIDN,1,5.0e-08,94.08030025000001,False,Wald Ratio,-0.005294165127307013,0.003491181752830333,-0.012136881362854466,0.0015485511082404396,0.12940831423202703,0.0,1.0,rs113350795,0.5045581577934953
USP32P3,3,5.0e-08,295.1087219533334,False,IVW,0.004919660929660187,0.0019660672238961674,0.0010661691708236986,0.008773152688496676,0.12941904601082554,17.63049767993584,0.00014845200658053503,rs16942325,0.5045581577934953
BCL2L13,1,5.0e-08,3961.5694810000005,False,Wald Ratio,0.0010940287819386915,0.0007219440368380017,-0.0003209815302637918,0.0025090390941411747,0.129672964398027,0.0,1.0,rs2024229,0.505424570192755
TRIT1,1,5.0e-08,2216.18743696,False,Wald Ratio,0.0014030707951714074,0.0009259935944519679,-0.00041187664995444946,0.0032180182402972643,0.12972031384285554,0.0,1.0,rs12125901,0.505424570192755
RP11-22B23.1,3,5.0e-08,2033.1600303533342,False,IVW,0.0010511886417677544,0.00042071618972570646,0.00022658490990536974,0.001875792373630139,0.12973253441695354,3.257983247114762,0.1961272445402158,rs1549428,0.505424570192755
FRY-AS1,1,5.0e-08,355.95236889000006,False,Wald Ratio,0.0013795055330774004,0.0009106735801692115,-0.000405414684054254,0.003164425750209055,0.1298182777810617,0.0,1.0,rs416443,0.5056400617932774
SLC25A28,1,5.0e-08,267.04789056,False,Wald Ratio,-0.004039768373318082,0.0026674806434504894,-0.009268030434481041,0.001188493687844877,0.12991152631449032,0.0,1.0,rs2052318,0.5058846780505205
RP11-455F5.4,1,5.0e-08,72.50522500000001,False,Wald Ratio,-0.0032018511634131835,0.002114972780207693,-0.007347197812620262,0.0009434954857938946,0.1300519391889381,0.0,1.0,rs8061772,0.506042985418029
MRPL14,1,5.0e-08,1545.1660339599998,False,Wald Ratio,-0.00166369292641205,0.0010990159743298423,-0.003817764236098541,0.0004903783832744409,0.13007598525194197,0.0,1.0,rs713049,0.506042985418029
CDADC1,1,5.0e-08,348.88262656,False,Wald Ratio,0.003514735411321301,0.002321836696630803,-0.0010360645140750726,0.008065535336717675,0.13008323597665994,0.0,1.0,rs9591249,0.506042985418029
CYP2D8P1,2,5.0e-08,337.84326584499996,False,IVW,-0.004085945790446912,0.000846824710444288,-0.0057457222229177155,-0.0024261693579761072,0.13009949943783083,1.3120538566872872,0.25202312988542397,rs742086,0.506042985418029
C4orf52,1,5.0e-08,160.67590564000002,False,Wald Ratio,-0.004724658632502798,0.0031212852712978406,-0.010842377764246566,0.0013930604992409695,0.13010445556727368,0.0,1.0,rs7675367,0.506042985418029
KIAA0141,1,5.0e-08,596.0385132100001,False,Wald Ratio,0.002877981503552525,0.0019016195542164815,-0.0008491928227117784,0.006605155829816829,0.13016867781440267,0.0,1.0,rs351259,0.5061742921984823
KDM4A,1,5.0e-08,35.503722249999996,False,Wald Ratio,-0.011315401143426702,0.0074775163258545396,-0.0259713331421016,0.0033405308552481947,0.1302144849747331,0.0,1.0,rs71636604,0.5062033512088633
GRAP,3,5.0e-08,593.4090093066667,False,IVW,-0.0015662406936834542,0.0010350741360800038,-0.003594986000400262,0.00046250461303335333,0.13023708030921344,0.7402805007093548,0.6906374616956054,rs4924967,0.5062033512088633
RP11-119B16.2,1,5.0e-08,453.45147135999997,False,Wald Ratio,0.0012460984269713335,0.0008236280913167765,-0.00036821263200954835,0.0028604094859522155,0.13029534978010315,0.0,1.0,rs67202952,0.5063113966197834
MED4,4,5.0e-08,1262.308503405,False,IVW,-0.001788994043677402,0.0008647573258386942,-0.0034839184023212426,-9.406968503356157e-05,0.13039416214910116,4.452785074925502,0.2165406133336527,rs61974563,0.5063801338860122
C21orf128,1,5.0e-08,4144.720020249999,False,Wald Ratio,0.0010520685372685586,0.0006955839852026025,-0.00031127607372854224,0.0024154131482656592,0.1304075313841031,0.0,1.0,rs12627412,0.5063801338860122
IPO13,1,5.0e-08,83.64931600000001,False,Wald Ratio,-0.007269344673331095,0.0048065631327577135,-0.016690208413536214,0.002151519066874022,0.13043749900196078,0.0,1.0,rs3791050,0.5063801338860122
ZNF259,1,5.0e-08,107.32752801,False,Wald Ratio,-0.0034566670285587292,0.002285685098995171,-0.007936609822589265,0.0010232757654718054,0.13045472942228198,0.0,1.0,rs35120633,0.5063801338860122
HERC2P10,3,5.0e-08,580.9966217866667,False,IVW,-0.0007337053330845692,0.0004851684983772507,-0.0016846355899039806,0.00021722492373484222,0.13046541605476758,1.0875389520297727,0.5805557317370429,rs2949570,0.5063801338860122
EPN2,1,5.0e-08,108.74944089,False,Wald Ratio,0.006478065255446045,0.004284160488934985,-0.0019188893028665244,0.014875019813758616,0.13050924537870223,0.0,1.0,rs3785784,0.5063878237921211
PAQR4,1,5.0e-08,782.01326025,False,Wald Ratio,-0.0021643754147207747,0.0014314447031736728,-0.0049700070329411735,0.000641256203499624,0.1305283491394833,0.0,1.0,rs74929781,0.5063878237921211
IFI27,1,5.0e-08,793.7968153599999,False,Wald Ratio,-0.0023922919530161625,0.0015831343806724607,-0.005495235339134185,0.0007106514331018604,0.1307601442750217,0.0,1.0,rs7141881,0.5066679753691221
CNN2P9,1,5.0e-08,151.47209476000003,False,Wald Ratio,0.002269850488482796,0.0015021180862013024,-0.0006743009604717569,0.0052140019374373485,0.13076300042648614,0.0,1.0,rs811677,0.5066679753691221
NTNG1,2,5.0e-08,396.94023385,False,IVW,0.0022315965322477213,0.001476946983853834,-0.000663219556105793,0.005126412620601236,0.13080058882362522,0.14378483029996672,0.7045469979980609,rs76374975,0.5066679753691221
LYPD3,1,5.0e-08,140.493609,False,Wald Ratio,-0.0057479797738480085,0.00380447481783581,-0.013204750416806195,0.0017087908691101788,0.13082740945603866,0.0,1.0,rs2599437,0.5066679753691221
APOBEC3D,1,5.0e-08,509.14312164,False,Wald Ratio,-0.0019301998803586352,0.0012776698707215339,-0.004434432826972841,0.000574033066255571,0.13086011314509904,0.0,1.0,rs7289668,0.5066679753691221
CCDC58,1,1.0e-05 (relaxed),19.876438890000003,False,Wald Ratio,0.0068008977295261844,0.004501812045083316,-0.002022653878837115,0.015624449337889484,0.1308643207612774,0.0,1.0,rs76424939,0.5066679753691221
CKS2,2,5.0e-08,659.27035017,False,IVW,-0.0018306488740540607,0.0012117955660726817,-0.004205768183556517,0.0005444704354483952,0.13086715053767972,0.0010906133967192534,0.9736551008716099,rs3211663,0.5066679753691221
BLNK,1,1.0e-05 (relaxed),25.826724,False,Wald Ratio,0.008670738859777687,0.005739598075057428,-0.0025788733673348715,0.019920351086890248,0.13086809786398534,0.0,1.0,rs4917727,0.5066679753691221
RP11-122A3.2,1,1.0e-05 (relaxed),24.375943839999998,False,Wald Ratio,0.003821415765942614,0.0025297649297568578,-0.0011369234963808268,0.008779755028266055,0.13089514422976944,0.0,1.0,rs148263262,0.5066679753691221
GTPBP5,1,5.0e-08,192.34916099999998,False,Wald Ratio,0.004432649659247462,0.002934478627572197,-0.001318928450794044,0.010184227769288966,0.13090548978452343,0.0,1.0,rs11204465,0.5066679753691221
LL22NC03-86G7.1,1,5.0e-08,809.687025,False,Wald Ratio,0.001232009988772489,0.00081567557877351,-0.0003667141456235904,0.0028307341231685688,0.13093713849464272,0.0,1.0,rs240066,0.506672448352814
AFAP1L2,1,5.0e-08,320.20239364,False,Wald Ratio,-0.0036924387298245195,0.0024451836626891376,-0.008484998708695228,0.0011001212490461898,0.13102136516521834,0.0,1.0,rs537432,0.506880326795173
ABCB4,3,5.0e-08,193.07456979000003,False,IVW,-0.0027318309360869833,0.0018095206174402268,-0.006278491346269828,0.0008148294740958611,0.13112032141718966,0.22099037653421943,0.8953906385597058,rs45493392,0.5071450792988881
TNFSF10,1,5.0e-08,472.07121983999997,False,Wald Ratio,0.003000435757849348,0.0019878562669571266,-0.0008957625253866201,0.006896634041085316,0.13120102456408622,0.0,1.0,rs3181140,0.5073062133707431
DECR2,1,5.0e-08,2972.24503489,False,Wald Ratio,-0.0011938592866027426,0.0007910439821944864,-0.002744305491703936,0.0003565869184984506,0.13124260705136281,0.0,1.0,rs1204504,0.5073062133707431
DTX2P1,1,5.0e-08,142.27241284,False,Wald Ratio,0.002660046741686387,0.0017626573880759606,-0.0007947617389424959,0.006114855222315269,0.13127026122928775,0.0,1.0,rs10257197,0.5073062133707431
MANF,2,5.0e-08,43.40661232500001,False,IVW,0.007775122757812068,0.005152562154596727,-0.0023238990651975175,0.017874144580821653,0.1313034218222029,0.04885782845472337,0.825062790322478,rs79414294,0.5073062133707431
USP33,1,5.0e-08,113.17980996,False,Wald Ratio,0.006386125580724478,0.004232198904020195,-0.0019089842711551043,0.014681235432604061,0.13131463792173603,0.0,1.0,rs1963170,0.5073062133707431
FBXL17,3,5.0e-08,295.12518544666665,False,IVW,0.004884843017585771,0.001970075096230904,0.0010234958289731997,0.008746190206198342,0.1313563675921774,3.5100720987370946,0.17290100920716456,rs78138161,0.5073494662742025
RP11-159J3.1,1,5.0e-08,54.61062201,False,Wald Ratio,-0.0036457437042301207,0.0024166432360682565,-0.008382364446923904,0.001090877038463662,0.13140148723191558,0.0,1.0,rs11074902,0.5073649152561845
C5orf27,1,5.0e-08,166.43322081,False,Wald Ratio,0.004779323830261354,0.003168420532153759,-0.0014307804127600132,0.010989428073282721,0.13144586211516174,0.0,1.0,rs7725607,0.5073649152561845
RP11-629O1.2,1,5.0e-08,694.5122329600002,False,Wald Ratio,0.0019286181509326067,0.0012786135647511016,-0.0005774644359795526,0.004434700737844766,0.1314606952680517,0.0,1.0,rs7839535,0.5073649152561845
MCL1,3,5.0e-08,210.00317454333336,False,IVW,0.010575739403890057,0.0042677575931780514,0.002210934521261077,0.018940544286519038,0.13148250632481528,11.69883280613957,0.0028815803489173897,rs4970966,0.5073649152561845
KIAA0922,1,5.0e-08,555.74290564,False,Wald Ratio,-0.002932473837750244,0.0019444602680696035,-0.006743615963166667,0.0008786682876661791,0.13152455189364232,0.0,1.0,rs116489051,0.5074093230240913
NSMCE2,1,5.0e-08,63.891246240000015,False,Wald Ratio,-0.008867199279820041,0.005880565340571564,-0.020393107347340306,0.0026587087877002237,0.13158470186484372,0.0,1.0,rs76894200,0.5074280772030472
CXCR5,1,5.0e-08,32.73098521,False,Wald Ratio,-0.011961486330757753,0.007932759210089409,-0.027509694382532993,0.003586721721017488,0.1315904901701932,0.0,1.0,rs11530564,0.5074280772030472
WDR90,2,5.0e-08,532.8448303250001,False,IVW,0.0015016262894567037,0.0009961459919131813,-0.0004508198546931317,0.003454072433606539,0.13169894725490794,0.43259556939163657,0.510718082609708,rs11557858,0.5076012992763167
RP11-61J19.4,1,5.0e-08,117.12650624999999,False,Wald Ratio,0.0024445080633490454,0.0016216806556858467,-0.0007339860217952139,0.005623002148493305,0.13171026874947023,0.0,1.0,rs2884515,0.5076012992763167
CLEC6A,1,5.0e-08,1110.0757968399998,False,Wald Ratio,0.001850764051706443,0.0012280226883964135,-0.0005561604175505276,0.004257688520963414,0.13178271904594308,0.0,1.0,rs4883149,0.5076012992763167
DNMT3A,1,5.0e-08,173.80203556,False,Wald Ratio,-0.005046849215799968,0.0033487227245248075,-0.011610345755868591,0.0015166473242686548,0.13178585353337868,0.0,1.0,rs7578575,0.5076012992763167
SYDE2,1,5.0e-08,133.22238083999997,False,Wald Ratio,-0.0051762950621139295,0.003434634066792098,-0.011908177833026442,0.001555587708798583,0.13178815629983331,0.0,1.0,rs12121540,0.5076012992763167
RPUSD1,1,5.0e-08,109.44298224999999,False,Wald Ratio,0.005768173057787053,0.0038284260367576475,-0.0017355419742579366,0.013271888089832042,0.1318953720284224,0.0,1.0,rs742318,0.5077929096892944
KIN,1,5.0e-08,91.86839103999999,False,Wald Ratio,0.006931752056006635,0.004600754983037487,-0.002085727710746838,0.015949231822760108,0.13189902492892358,0.0,1.0,rs4749247,0.5077929096892944
OSBPL11,1,5.0e-08,308.04111121000005,False,Wald Ratio,-0.003772640740912999,0.0025043086907947354,-0.00868108577487068,0.001135804293044682,0.1319491413545102,0.0,1.0,rs7625936,0.5078681799273896
DGCR5,1,5.0e-08,328.05178884000003,False,Wald Ratio,-0.003205890493377704,0.0021288078869396957,-0.007378353951779507,0.000966572965024099,0.1320785315943338,0.0,1.0,rs2238743,0.508248467107793
RP1-249I4.2,1,1.0e-05 (relaxed),19.575315360000005,False,Wald Ratio,0.005808613153118527,0.0038575148888658935,-0.0017521160290586242,0.01336934233529568,0.132120704559469,0.0,1.0,rs6568586,0.5082930370363827
APEX1,1,5.0e-08,124.27567441,False,Wald Ratio,-0.005657882959153427,0.0037581655514564998,-0.013023887440008167,0.0017081215217013123,0.13219798846814745,0.0,1.0,rs1760953,0.508472633422856
TBC1D2,1,5.0e-08,777.38361856,False,Wald Ratio,-0.0023553387615685706,0.0015647355409021974,-0.005422220421736877,0.0007115428985997362,0.13225643316586022,0.0,1.0,rs10818646,0.5085797022642753
PNMAL1,1,5.0e-08,2752.5657320099995,False,Wald Ratio,0.0012173649250371446,0.0008088625350206019,-0.00036800564360323497,0.002802735493677524,0.13231555546111884,0.0,1.0,rs12151337,0.5086870648429729
FOXJ3,1,5.0e-08,81.55173635999999,False,Wald Ratio,-0.008015782917955724,0.005326920525993581,-0.018456547148903144,0.0024249813129916947,0.1323835707382015,0.0,1.0,rs79272574,0.5086870648429729
RLN2,1,5.0e-08,128.05638244,False,Wald Ratio,0.0038864287793851054,0.0025829609452601657,-0.0011761746733248194,0.00894903223209503,0.13241641527014858,0.0,1.0,rs56996481,0.5086870648429729
TMEM60,2,5.0e-08,864.0487730899999,False,IVW,0.009106771702318191,0.0019222358985584716,0.005339189341143587,0.012874354063492795,0.13243225239759093,3.8733011650467315,0.04905993614209836,rs6976611,0.5086870648429729
RP5-894A10.2,1,5.0e-08,98.88910249,False,Wald Ratio,-0.002836297381615337,0.0018851350273766583,-0.006531162035273588,0.0008585672720429131,0.1324374243205766,0.0,1.0,rs12703409,0.5086870648429729
C17orf53,1,5.0e-08,229.08033316,False,Wald Ratio,-0.004151408106048388,0.0027595939147047966,-0.009560212178869789,0.0012573959667730138,0.13249005884026688,0.0,1.0,rs730228,0.5086964508051167
CDC27,1,1.0e-05 (relaxed),23.600163999999996,False,Wald Ratio,-0.013383904923636272,0.008897254977644568,-0.030822524679819628,0.0040547148325470826,0.13251095836316962,0.0,1.0,rs2678694,0.5086964508051167
WRAP73,1,5.0e-08,2153.6839008400007,False,Wald Ratio,0.0011186744987587837,0.000743704161544167,-0.00033898565786778367,0.002576334655385351,0.13253171253823726,0.0,1.0,rs6697769,0.5086964508051167
HAUS8,1,5.0e-08,1169.5374022500002,False,Wald Ratio,-0.0017740606995494384,0.0011795652165505184,-0.0040860085239884545,0.0005378871248895778,0.13258254246590373,0.0,1.0,rs1130222,0.5087740243910984
CLEC2L,1,5.0e-08,181.31161103999997,False,Wald Ratio,0.0047594661840362085,0.0031657661436240844,-0.0014454354574669967,0.010964367825539414,0.13273158246720707,0.0,1.0,rs7802583,0.5092178952420938
AEBP2,1,5.0e-08,117.64005443999999,False,Wald Ratio,-0.0035778076922094197,0.0023799557083252756,-0.00824252088052696,0.0010869054961081207,0.1327595042241665,0.0,1.0,rs7953332,0.5092178952420938
ATP9A,1,5.0e-08,5530.61429761,False,Wald Ratio,-0.0008954571089262414,0.0005957909540181566,-0.0020632073788018285,0.0002722931609493455,0.13284627008031502,0.0,1.0,rs7261003,0.5094331003126042
PTCH1,3,5.0e-08,462.79522017000005,False,IVW,0.0041910983618600964,0.0017035317243853066,0.0008521761820648953,0.007530020541655297,0.1330289957712365,4.588707013666096,0.10082655588186684,rs59925771,0.5100161037690045
RP11-718G2.4,1,5.0e-08,108.96645769000001,False,Wald Ratio,0.0022039106472046613,0.001467295896273565,-0.0006719893094915262,0.005079810603900848,0.1330914394641276,0.0,1.0,rs8021180,0.5101377988779572
SAMD1,1,5.0e-08,40.39619364000001,False,Wald Ratio,-0.007545861286816809,0.0050242859734721925,-0.017393461794822304,0.0023017392211886877,0.13312878803683903,0.0,1.0,rs10415053,0.5101632707610971
AC007382.1,1,5.0e-08,37.45562401,False,Wald Ratio,-0.004510187049550523,0.003003468944967715,-0.010396986181687246,0.0013766120825861984,0.13318512215271228,0.0,1.0,rs1504,0.5102518719384929
LINC00189,3,5.0e-08,549.2883516200001,False,IVW,-0.0014817631475968747,0.0009868528150295645,-0.0034159946650548214,0.0004524683698610718,0.13322533186505625,1.4371317010390319,0.48745083226666963,rs4816340,0.5102518719384929
ASIC3,1,5.0e-08,111.99988900000001,False,Wald Ratio,-0.00331537507368543,0.0022082940756288204,-0.007643631461917918,0.0010128813145470579,0.13327058876112607,0.0,1.0,rs35003472,0.5102518719384929
GOLPH3L,3,5.0e-08,76.41507489666667,False,IVW,-0.006817490107350223,0.0027742282776463665,-0.012254977531537101,-0.0013800026831633453,0.13327474267050188,2.6198081976029304,0.26984593369229537,rs2089082,0.5102518719384929
TTLL5,2,5.0e-08,725.527835525,False,IVW,-0.0017467575772713937,0.0011637662472459764,-0.004027739421873507,0.0005342242673307199,0.13336791017491234,0.7364886033001921,0.3907880306997197,rs2059382,0.5103805080174467
TMEM141,1,5.0e-08,520.67937856,False,Wald Ratio,0.0027667101612658873,0.0018437175091058741,-0.0008469761565816259,0.0063803964791134,0.13345516777106825,0.0,1.0,rs2811786,0.5103805080174467
HCG4P6,2,5.0e-08,212.89852064500005,False,IVW,-0.0012630985209690021,0.0008417314287495305,-0.0029128921213180817,0.00038669507938007765,0.13346017698402024,0.15209768669655743,0.6965387399948844,rs147947139,0.5103805080174467
NDUFB10,1,5.0e-08,407.60379664,False,Wald Ratio,0.00287946712874097,0.001918944152219347,-0.0008816634096089505,0.00664059766709089,0.13347260143530715,0.0,1.0,rs758335,0.5103805080174467
RPL3L,1,5.0e-08,335.76164643999994,False,Wald Ratio,0.0031679283840951207,0.0021111814705685,-0.0009699872982191398,0.007305844066409381,0.13347260143530715,0.0,1.0,rs758335,0.5103805080174467
ANKRD34A,1,5.0e-08,105.96643600000002,False,Wald Ratio,0.003425040425038701,0.002282932687800453,-0.0010495076430501868,0.00789958849312759,0.13354164154876225,0.0,1.0,rs6424378,0.5103805080174467
LYPLAL1,3,5.0e-08,296.5310319766666,False,IVW,0.0015026689972814989,0.0010016744972293089,-0.0004606130172879464,0.003465951011850944,0.13357374176368975,0.7236890392975883,0.6963906344853112,rs10863439,0.5103805080174467
RP11-433A23.1,1,5.0e-08,1127.64998025,False,Wald Ratio,0.0017762922142503172,0.0011840988455772373,-0.000544541523081068,0.004097125951581702,0.13358291559694657,0.0,1.0,rs4891872,0.5103805080174467
ZBTB7C,1,5.0e-08,172.93302015999998,False,Wald Ratio,-0.0042314114361272515,0.0028207259466744624,-0.009760034291609198,0.0012972114193546946,0.13358478751612157,0.0,1.0,rs62086136,0.5103805080174467
PLAG1,1,1.0e-05 (relaxed),25.900974489999996,False,Wald Ratio,-0.017201312800897216,0.01146873764848142,-0.0396800385919208,0.005277412990126365,0.13365491951876463,0.0,1.0,rs74926318,0.5104066704730527
COL8A2,1,5.0e-08,54.01515025,False,Wald Ratio,0.009252625407666838,0.006169213068663769,-0.002839032206914149,0.021344283022247827,0.1336645521312292,0.0,1.0,rs12401902,0.5104066704730527
TBCEL,1,1.0e-05 (relaxed),21.013055999999995,False,Wald Ratio,0.014069801411360562,0.009381542583932204,-0.0043180220531465596,0.03245762487586768,0.13368378851099694,0.0,1.0,rs672176,0.5104066704730527
CFD,1,5.0e-08,8064.11184016,False,Wald Ratio,-0.0008516440349618195,0.0005681261744111498,-0.001965171336807673,0.00026188326688403394,0.13386317574951945,0.0,1.0,rs71335276,0.5109741622453515
SCRN2,3,5.0e-08,840.52445747,False,IVW,0.0009050398662060656,0.0006040084720642074,-0.00027881673903978096,0.002088896471451912,0.13403211991225783,1.8701231564886798,0.39256169152747045,rs16948424,0.5113314265856785
ODC1,1,5.0e-08,174.45390561,False,Wald Ratio,0.004674739978266841,0.003119862500810878,-0.0014401905233224809,0.010789670479856163,0.1340345159860954,0.0,1.0,rs7559979,0.5113314265856785
SLC4A11,1,5.0e-08,135.72949008999998,False,Wald Ratio,-0.005651537817248768,0.0037720225584855762,-0.013044702031880497,0.0017416263973829612,0.1340610786445815,0.0,1.0,rs6115855,0.5113314265856785
STYXL1,2,5.0e-08,6784.13232784,False,IVW,0.0006611875410736476,0.00044131965630486047,-0.00020379898528387883,0.001526174067431174,0.13407986432557784,0.001519137556851658,0.9689094314416056,rs113056502,0.5113314265856785
PI16,3,5.0e-08,2680.0017904866663,False,IVW,-0.0008229961224220665,0.0005494477385398732,-0.0018999136899602181,0.0002539214451160851,0.13416947069546148,1.0572790620111163,0.5894062934540567,rs1023037,0.5113790885135006
KLHL28,1,5.0e-08,39.576681000000015,False,Wald Ratio,-0.011271527946347693,0.007525669976872919,-0.026021841101018614,0.0034787852083232283,0.13419974450107053,0.0,1.0,rs73341367,0.5113790885135006
GNPTAB,2,5.0e-08,223.43851525000002,False,IVW,-0.0031087687366303713,0.0020760727728152822,-0.007177871371348324,0.000960333898087582,0.1342820227628141,0.5514019053594976,0.4577454415197586,rs4764820,0.5113790885135006
ATP2B2,1,5.0e-08,56.94362521,False,Wald Ratio,-0.00825668065588576,0.005514054562050838,-0.019064227597505402,0.0025508662857338833,0.1342922570355103,0.0,1.0,rs173359,0.5113790885135006
CYFIP2,2,5.0e-08,139.64926702500003,False,IVW,0.0036630108878960327,0.002446471599567938,-0.001132073447257125,0.00845809522304919,0.1343248934644763,0.011556047928575045,0.9143930709115342,rs1248,0.5113790885135006
CMTM8,1,5.0e-08,1555.7818035599998,False,Wald Ratio,0.0010070784638421461,0.000672718098062033,-0.00031144900835943846,0.002325605936043731,0.13438572696526463,0.0,1.0,rs12715203,0.5113790885135006
FAHD2B,3,5.0e-08,186.3106036566667,False,IVW,-0.0013179057226148992,0.0008803528499926351,-0.003043397308600464,0.00040758586337066556,0.13438808390325319,0.2827956305061535,0.8681438821154743,rs145056855,0.5113790885135006
SHPRH,3,5.0e-08,150.08157026,False,IVW,-0.006226393400167852,0.0025470124993566476,-0.01121853789890688,-0.0012342489014288234,0.13440892764467516,3.2623751987679546,0.19569702639947417,rs9386142,0.5113790885135006
CCBL2,3,5.0e-08,697.4348574300001,False,IVW,0.002381648677330899,0.0009742841196159363,0.0004720518028836639,0.004291245551778134,0.13441562803257745,2.363019696428652,0.30681514441285174,rs12732490,0.5113790885135006
TMEM132D,1,5.0e-08,120.95380440999999,False,Wald Ratio,0.005979640239855583,0.003994766631646896,-0.0018501023581723331,0.013809382837883499,0.13442748427474993,0.0,1.0,rs10847729,0.5113790885135006
CHKB,1,5.0e-08,361.19382600999995,False,Wald Ratio,0.0033606081704420196,0.002245112181093618,-0.0010398117045014713,0.007761028045385511,0.1344309014580507,0.0,1.0,rs131756,0.5113790885135006
TNFRSF13B,1,5.0e-08,36.30424008999999,False,Wald Ratio,0.011081363037139691,0.007403830265937187,-0.0034301442840971967,0.02559287035837658,0.13446956850411174,0.0,1.0,rs55770108,0.5114090982523051
CNGA1,1,5.0e-08,417.65461955999996,False,Wald Ratio,-0.0022103812780737723,0.001477156363487738,-0.005105607750509739,0.0006848451943621942,0.13455570939839134,0.0,1.0,rs893858,0.511619603515714
AL121914.1,1,1.0e-05 (relaxed),28.965923999999998,False,Wald Ratio,-0.004845304072459344,0.0032390857724390715,-0.011193912186439923,0.0015033040415212357,0.13468328371072635,0.0,1.0,rs429095,0.5119875182194987
RP11-4C20.4,1,5.0e-08,122.31254025,False,Wald Ratio,-0.00246396104037849,0.0016476838886975457,-0.005693421462225679,0.0007654993814686997,0.13480777681536682,0.0,1.0,rs11018406,0.5123435543376338
AP3B2,3,5.0e-08,1129.5445665133332,False,IVW,-0.0033492101263032543,0.0013731667194851575,-0.006040616896494163,-0.0006578033561123455,0.1349025798697081,6.561449578857746,0.037600994125460696,rs4627310,0.5123720134064655
RP11-497H17.1,1,5.0e-08,561.01712164,False,Wald Ratio,-0.0014217648862704236,0.0009510181848065098,-0.0032857605284911827,0.0004422307559503356,0.13491644545151904,0.0,1.0,rs116863991,0.5123720134064655
MSH4,3,5.0e-08,345.9533104166667,False,IVW,0.001812225788179175,0.0012124190464346462,-0.0005641155428327315,0.004188567119191081,0.13498779273238037,0.6751877477461901,0.7134849939629022,rs114117266,0.5123720134064655
MKNK2,1,5.0e-08,724.6971680400001,False,Wald Ratio,0.0020987750629789274,0.001404133316505556,-0.0006533262373719624,0.004850876363329817,0.13498959414046352,0.0,1.0,rs2302585,0.5123720134064655
RGPD1,1,1.0e-05 (relaxed),23.276765160000004,False,Wald Ratio,-0.006118291262744699,0.00409339853322125,-0.014141352387858349,0.0019047698623689512,0.13499986810297115,0.0,1.0,rs113958550,0.5123720134064655
TRAJ49,1,5.0e-08,63.22158144,False,Wald Ratio,-0.003046711824426153,0.0020383826762725935,-0.007041941869920436,0.0009485182210681306,0.13500028133687447,0.0,1.0,rs10083416,0.5123720134064655
TASP1,1,5.0e-08,29.755934010000004,False,Wald Ratio,0.013027938339951901,0.008717475063684513,-0.004058312784869745,0.030114189464773546,0.13505481340989833,0.0,1.0,rs13037694,0.5124619272936448
TMEM184B,3,5.0e-08,443.79394594,False,IVW,-0.003047358418483629,0.001250532112908543,-0.005498401359784372,-0.0005963154771828848,0.13509837297455207,2.1032120706513053,0.3493761877886695,rs5750562,0.512500445267294
EVPL,1,5.0e-08,364.93607089000005,False,Wald Ratio,0.003515135264542631,0.0023526586762357576,-0.0010960757408794543,0.008126346269964717,0.13514638085158315,0.0,1.0,rs2598418,0.512500445267294
COX4I1,1,5.0e-08,387.32995249000004,False,Wald Ratio,0.0030271094780265724,0.0020260836567432814,-0.0009440144891902594,0.006998233445243404,0.13515749585708248,0.0,1.0,rs96603,0.512500445267294
RAD51B,1,5.0e-08,41.256213609999996,False,Wald Ratio,0.009204266082358425,0.00616191091420262,-0.0028730793094787106,0.02128161147419556,0.13524472339914384,0.0,1.0,rs17756344,0.5127141966689879
BAG2,1,5.0e-08,114.47930025000001,False,Wald Ratio,0.0036462868992180705,0.002442045981875199,-0.00114012322525732,0.008432697023693462,0.1354037201941014,0.0,1.0,rs79625420,0.513199866502096
RAD1,1,5.0e-08,75.78747136000001,False,Wald Ratio,-0.007448262410408025,0.004988905956569982,-0.01722651808528519,0.002329993264469139,0.13544632633660858,0.0,1.0,rs185186,0.513244277858401
CCDC117,2,5.0e-08,295.55817332500004,False,IVW,0.002709551914033934,0.001815082230485066,-0.0008480092577167948,0.006267113085784664,0.13548995695527255,0.44258228818583745,0.5058787209631413,rs35259224,0.5132925501068876
